Table Name,ID,Parent ID,Change Type,Attribute,Original Value,New Value
OH Primary,420182655,N/A,UPDATE,installed_length,112.0,101.0
Primary Wire,476799965,216840927,UPDATE,phase,C,A
Pole,229666385,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229667210,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165223116,N/A,INSERT
Audit History,165223148,N/A,INSERT
Audit History,165223749,N/A,INSERT
Cable Segment Delta,527632516,N/A,INSERT
Pole,229667242,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165217276,N/A,INSERT
Audit History,165217244,N/A,INSERT
Pole,400961576,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165218133,N/A,INSERT
Audit History,165218165,N/A,INSERT
OH Primary,216966401,N/A,UPDATE,installed_length,127.0,139.0
OH Primary,216966401,N/A,UPDATE,phase_orientation,ACB,CBA
Audit History,165217813,N/A,INSERT
Audit History,165218798,N/A,INSERT
Audit History,165219367,N/A,INSERT
Audit History,165224528,N/A,INSERT
Primary Wire,400758256,400758238,UPDATE,status,Existing,Deleted
Primary Wire,400758101,400758095,UPDATE,insulation,WP,BARE
Audit History,165219495,N/A,INSERT
Audit History,165217845,N/A,INSERT
Audit History,165217877,N/A,INSERT
Primary Wire,400961818,400961807,UPDATE,status,Existing,Deleted
Audit History,165222340,N/A,INSERT
Audit History,165220089,N/A,INSERT
Primary Wire,220372194,220372193,UPDATE,insulation,WP,BARE
Audit History,165222946,N/A,INSERT
Audit History,165219902,N/A,INSERT
Audit History,165219998,N/A,INSERT
Edist Device Feeder,527632184,N/A,INSERT
Cable Segment Delta,527632152,N/A,INSERT
Pole,229630160,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165220590,N/A,INSERT
Audit History,165218940,N/A,INSERT
OH Primary,216931742,N/A,UPDATE,installed_length,165.0,166.0
Audit History,165219598,N/A,INSERT
Audit History,165219726,N/A,INSERT
Pole,432805646,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165221736,N/A,INSERT
Audit History,165221768,N/A,INSERT
Audit History,165222625,N/A,INSERT
Audit History,165224296,N/A,INSERT
OH Primary,420182736,N/A,UPDATE,installed_length,122.0,111.0
OH Primary,437633775,N/A,UPDATE,installed_length,145.0,140.0
Cable Segment Delta,527632253,N/A,INSERT
Cable Segment Delta,527632285,N/A,INSERT
Cable Segment Delta,527632317,N/A,INSERT
Audit History,165225737,N/A,INSERT
Pole Attachment,375316090,229490275,UPDATE,status,Existing,Deleted
Primary Wire,216840001,216840000,UPDATE,insulation,BARE,WP
Pole,229491792,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Transformer Bank,236264597,N/A,UPDATE,phase_designation,C,A
Cable Segment Delta,527633326,N/A,INSERT
Cable Segment Delta,527633358,N/A,INSERT
Audit History,165217282,N/A,INSERT
Audit History,165217378,N/A,INSERT
Audit History,165216617,N/A,INSERT
Pole,229527319,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229527543,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral High
Primary Wire,216966924,216966923,UPDATE,phase,C,A
Audit History,165225587,N/A,INSERT
Audit History,165225619,N/A,INSERT
Audit History,165225651,N/A,INSERT
Cable Segment Delta,527632216,N/A,INSERT
Cable Segment Delta,527632248,N/A,INSERT
Audit History,165216224,N/A,INSERT
OH Transformer Bank Unit,527632376,116461089,INSERT
Primary Wire,216839738,216839737,UPDATE,insulation,BARE,WP
Primary Wire,216840659,216840657,UPDATE,insulation,BARE,WP
Audit History,165218090,N/A,INSERT
Audit History,165218883,N/A,INSERT
Audit History,165218947,N/A,INSERT
Audit History,165217329,N/A,INSERT
Audit History,165219430,N/A,INSERT
Audit History,165219462,N/A,INSERT
Pole,70778498,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,216840818,N/A,UPDATE,installed_length,108.0,107.0
OH Primary,216840818,N/A,UPDATE,phase_designation,A,B
OH Primary,216840818,N/A,UPDATE,phase_orientation,A,B
OH Primary,216841483,N/A,UPDATE,installed_length,68.00,64.00
OH Primary,216841515,N/A,UPDATE,installed_length,103.0,107.0
Pole,229491190,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165219617,N/A,INSERT
Audit History,165218984,N/A,INSERT
Audit History,165218824,N/A,INSERT
OH Fuse,233885916,N/A,UPDATE,type,Unknown,Cutout
OH Fuse,233885948,N/A,UPDATE,type,Unknown,Cutout
Audit History,165219295,N/A,INSERT
Audit History,165219327,N/A,INSERT
Audit History,165219103,N/A,INSERT
Audit History,165216558,N/A,INSERT
OH Fuse Unit,527633105,527633007,INSERT
Electric XY,527632977,N/A,INSERT
Cable Segment Delta,527632280,N/A,INSERT
Cable Segment Delta,527632312,N/A,INSERT
Audit History,165231974,N/A,INSERT
Audit History,165232006,N/A,INSERT
OH Primary,220372193,N/A,UPDATE,installed_length,99.00,96.00
Cable Segment Delta,527632215,N/A,INSERT
Cable Segment Delta,527632247,N/A,INSERT
Cable Segment Delta,527632279,N/A,INSERT
Cable Segment Delta,527632311,N/A,INSERT
Cable Segment Delta,527655986,N/A,INSERT
OH Primary,216931543,N/A,UPDATE,installed_length,131.0,130.0
Audit History,165217831,N/A,INSERT
Audit History,165217863,N/A,INSERT
Audit History,165219349,N/A,INSERT
Audit History,165222869,N/A,INSERT
Audit History,165222901,N/A,INSERT
Pole,229672803,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,216840600,216840599,UPDATE,insulation,BARE,WP
Primary Wire,216841425,216841424,UPDATE,insulation,WP,BARE
Primary Wire,216841425,216841424,UPDATE,phase,A,C
Pole,220803382,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165218772,N/A,INSERT
OH Primary,216931726,N/A,UPDATE,installed_length,124.0,118.0
OH Primary,216931758,N/A,UPDATE,installed_length,135.0,134.0
Audit History,165225555,N/A,INSERT
Audit History,165216552,N/A,INSERT
Audit History,165216584,N/A,INSERT
Audit History,165216648,N/A,INSERT
Audit History,165217313,N/A,INSERT
Pole,229527510,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Cable Segment Delta,527632344,N/A,INSERT
Cable Segment Delta,527632913,N/A,INSERT
Pole,231009266,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral High
OH Primary,216840627,N/A,UPDATE,installed_length,60.00,61.00
OH Primary,216841452,N/A,UPDATE,installed_length,140.0,137.0
Audit History,165236775,N/A,INSERT
Audit History,165236807,N/A,INSERT
Pole,70778503,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527632710,N/A,INSERT
Cable Segment Delta,527632742,N/A,INSERT
Cable Segment Delta,527632774,N/A,INSERT
Cable Segment Delta,527632806,N/A,INSERT
Cable Segment Delta,527632549,N/A,INSERT
Cable Segment Delta,527632581,N/A,INSERT
Cable Segment Delta,527632613,N/A,INSERT
Primary Wire,216821726,216821723,UPDATE,status,Existing,Deleted
Primary Wire,476799931,216839869,UPDATE,insulation,BARE,WP
Audit History,165217843,N/A,INSERT
Audit History,165231879,N/A,INSERT
Audit History,165231911,N/A,INSERT
Cable Segment Delta,527632515,N/A,INSERT
Audit History,165219526,N/A,INSERT
Audit History,165218765,N/A,INSERT
Pole,229648973,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral High
OH Primary,216841757,N/A,UPDATE,installed_length,83.00,82.00
Primary Wire,400758254,400758238,UPDATE,status,Existing,Deleted
Cable Segment Delta,527632945,N/A,INSERT
Cable Segment Delta,527633041,N/A,INSERT
Cable Segment Delta,527633073,N/A,INSERT
OH Primary,153557992,N/A,UPDATE,installed_length,205.8,178.0
Primary Wire,400961816,400961807,UPDATE,status,Existing,Deleted
Audit History,165219959,N/A,INSERT
Audit History,165220087,N/A,INSERT
Audit History,165222338,N/A,INSERT
Audit History,165231909,N/A,INSERT
Audit History,165223009,N/A,INSERT
Audit History,165223041,N/A,INSERT
Cable Segment Delta,527632530,N/A,INSERT
Cable Segment Delta,527632214,N/A,INSERT
Cable Segment Delta,527632246,N/A,INSERT
OH Transformer Bank,220803414,N/A,UPDATE,bank_size,0,50
OH Transformer Bank,236204340,N/A,GEOM UPDATE,bank_phasing_text,simple_point (1),simple_point (2) - Moved 1' 3.07"
OH Transformer Bank,236204340,N/A,GEOM UPDATE,secondary_connection,chain (1),chain (2) - Length Changed  < 1cm
OH Transformer Bank,236204340,N/A,GEOM UPDATE,location,point (1),point (2) - Moved 1' 3.07"
OH Transformer Bank,236204340,N/A,GEOM UPDATE,config_text,simple_point (1),simple_point (2) - Moved 1' 3.07"
OH Transformer Bank,236244219,N/A,UPDATE,output_voltage,Unknown,'120/240'
OH Transformer Bank Unit,236264650,236264639,UPDATE,phase,C,A
Pole Attachment,375316261,400758394,UPDATE,status,Existing,Deleted
Pole Attachment,375316229,359347362,UPDATE,status,Existing,Deleted
Cable Segment Delta,527632316,N/A,INSERT
Cable Segment Delta,527632380,N/A,INSERT
Cable Segment Delta,527632917,N/A,INSERT
Cable Segment Delta,527632949,N/A,INSERT
Audit History,165222371,N/A,INSERT
Audit History,165219928,N/A,INSERT
Audit History,165219992,N/A,INSERT
Audit History,165222430,N/A,INSERT
Audit History,165223383,N/A,INSERT
Audit History,165217280,N/A,INSERT
Audit History,165217344,N/A,INSERT
Audit History,165217376,N/A,INSERT
Primary Wire,216840111,216840110,UPDATE,insulation,BARE,WP
Cable Segment Delta,527632919,N/A,INSERT
Cable Segment Delta,527632951,N/A,INSERT
Audit History,165224191,N/A,INSERT
Audit History,165224482,N/A,INSERT
Audit History,165225713,N/A,INSERT
Cable Segment Delta,527632343,N/A,INSERT
Cable Segment Delta,527632375,N/A,INSERT
Cable Segment Delta,527632912,N/A,INSERT
Cable Segment Delta,527632944,N/A,INSERT
Audit History,165217296,N/A,INSERT
Audit History,165218185,N/A,INSERT
Audit History,165218217,N/A,INSERT
Audit History,165218818,N/A,INSERT
Primary Wire,216821725,216821723,UPDATE,status,Existing,Deleted
Primary Wire,476799930,216839839,UPDATE,insulation,WP,BARE
Cable Segment Delta,527633266,N/A,INSERT
OH Primary,70778560,N/A,UPDATE,installed_length,108.0,105.0
OH Primary,216839490,N/A,UPDATE,calculated_length,256.2,unset
OH Primary,216839490,N/A,UPDATE,installed_length,228.0,90.00
OH Primary,216839490,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Audit History,165222837,N/A,INSERT
Audit History,165223598,N/A,INSERT
Cable Segment Delta,527632575,N/A,INSERT
Cable Segment Delta,527632607,N/A,INSERT
Audit History,165219293,N/A,INSERT
Audit History,165219325,N/A,INSERT
Audit History,165219101,N/A,INSERT
Audit History,165220022,N/A,INSERT
Cable Segment Delta,527633075,N/A,INSERT
Cable Segment Delta,527633107,N/A,INSERT
OH Primary,216840000,N/A,UPDATE,installed_length,81.00,78.00
Audit History,165231876,N/A,INSERT
Audit History,165231972,N/A,INSERT
Cable Segment Delta,527632277,N/A,INSERT
Cable Segment Delta,527632309,N/A,INSERT
Cable Segment Delta,527632341,N/A,INSERT
Cable Segment Delta,527632373,N/A,INSERT
Audit History,165219715,N/A,INSERT
Audit History,165225687,N/A,INSERT
Audit History,165216305,N/A,INSERT
Audit History,165220173,N/A,INSERT
Audit History,165220269,N/A,INSERT
Audit History,165221738,N/A,INSERT
Audit History,165222835,N/A,INSERT
Audit History,165216680,N/A,INSERT
Audit History,165223368,N/A,INSERT
Primary Wire,216841296,216841295,UPDATE,phase,A,C
Audit History,165222415,N/A,INSERT
OH Primary,216966923,N/A,UPDATE,installed_length,51.00,50.00
OH Primary,216966923,N/A,UPDATE,phase_designation,C,A
OH Primary,216966923,N/A,UPDATE,phase_orientation,C,A
OH Primary,216967051,N/A,UPDATE,installed_length,146.0,145.0
OH Primary,216841396,N/A,UPDATE,installed_length,121.0,118.0
Audit History,165216646,N/A,INSERT
Audit History,165216678,N/A,INSERT
Audit History,165216550,N/A,INSERT
Audit History,165216582,N/A,INSERT
Pole,229528173,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,216967714,N/A,UPDATE,installed_length,69.08,96.00
OH Primary,216967714,N/A,UPDATE,phase_orientation,CBA,ABC
Audit History,165225584,N/A,INSERT
Audit History,165218145,N/A,INSERT
Primary Wire,216840658,216840657,UPDATE,insulation,BARE,WP
OH Primary,216839737,N/A,UPDATE,installed_length,114.0,131.0
OH Primary,216949003,N/A,UPDATE,status,Existing,Deleted
OH Primary,216949003,N/A,UPDATE,calculated_length,52.54,unset
OH Primary,216949227,N/A,UPDATE,installed_length,118.0,107.0
Audit History,165236805,N/A,INSERT
OH Primary,216967122,N/A,UPDATE,installed_length,69.00,63.00
OH Primary,437633660,N/A,UPDATE,installed_length,160.0,159.0
Audit History,165219864,N/A,INSERT
Audit History,165219896,N/A,INSERT
Audit History,165220024,N/A,INSERT
Audit History,165219167,N/A,INSERT
Audit History,165217873,N/A,INSERT
Primary Wire,216821724,216821723,UPDATE,status,Existing,Deleted
Audit History,165216287,N/A,INSERT
Audit History,165216319,N/A,INSERT
Audit History,165222385,N/A,INSERT
Audit History,165223779,N/A,INSERT
Audit History,165223082,N/A,INSERT
Audit History,165223114,N/A,INSERT
Audit History,165217875,N/A,INSERT
Pole,229666415,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229666543,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,165218796,N/A,INSERT
OH Primary,400961690,N/A,UPDATE,installed_length,100.0,108.0
Pole,229490266,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165216700,N/A,INSERT
Audit History,165218855,N/A,INSERT
OH Primary,216931471,N/A,UPDATE,installed_length,88.00,83.00
OH Primary,396783781,N/A,UPDATE,status,Existing,Deleted
OH Primary,396783781,N/A,UPDATE,calculated_length,35.64,unset
Primary Wire,400961814,400961807,UPDATE,status,Existing,Deleted
Audit History,165220053,N/A,INSERT
Audit History,165220085,N/A,INSERT
Audit History,165219228,N/A,INSERT
Cable Segment Delta,527632976,N/A,INSERT
Cable Segment Delta,527633008,N/A,INSERT
Cable Segment Delta,527633072,N/A,INSERT
Cable Segment Delta,527633104,N/A,INSERT
Audit History,165219868,N/A,INSERT
Audit History,165223072,N/A,INSERT
Audit History,165223104,N/A,INSERT
Audit History,165223136,N/A,INSERT
Cable Segment Delta,527632340,N/A,INSERT
Cable Segment Delta,527632372,N/A,INSERT
OH Fuse Unit,527633101,527633007,INSERT
Cable Segment Delta,527632212,N/A,INSERT
OH Primary,129395701,N/A,UPDATE,installed_length,130.1,100.0
Primary Wire,221327178,221327175,UPDATE,status,Existing,Deleted
OH Fuse Unit,401523194,401523179,UPDATE,status,Existing,Deleted
Audit History,165220608,N/A,INSERT
Audit History,165221671,N/A,INSERT
Audit History,165223595,N/A,INSERT
Audit History,165223563,N/A,INSERT
Audit History,165224228,N/A,INSERT
Audit History,165219028,N/A,INSERT
Audit History,165219060,N/A,INSERT
Audit History,165219134,N/A,INSERT
Audit History,165231868,N/A,INSERT
OH Primary,527631585,N/A,INSERT
Audit History,165216613,N/A,INSERT
OH Primary,216819575,N/A,UPDATE,installed_length,127.0,119.0
Primary Wire,216966952,216966949,UPDATE,insulation,WP,BARE
Audit History,165225551,N/A,INSERT
Audit History,165225679,N/A,INSERT
Audit History,165225711,N/A,INSERT
Cable Segment Delta,527632278,N/A,INSERT
Cable Segment Delta,527632310,N/A,INSERT
Cable Segment Delta,527632342,N/A,INSERT
Cable Segment Delta,527632374,N/A,INSERT
Audit History,165222841,N/A,INSERT
Audit History,165222873,N/A,INSERT
Audit History,165223442,N/A,INSERT
Cable Segment Delta,527632677,N/A,INSERT
Cable Segment Delta,527632709,N/A,INSERT
Cable Segment Delta,527632741,N/A,INSERT
Cable Segment Delta,527632773,N/A,INSERT
Audit History,165218881,N/A,INSERT
Audit History,165216694,N/A,INSERT
Audit History,165217327,N/A,INSERT
Audit History,165217359,N/A,INSERT
Pole,229666348,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527632782,N/A,INSERT
Cable Segment Delta,527632814,N/A,INSERT
Cable Segment Delta,527632846,N/A,INSERT
Pole,229526883,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Transformer Bank,236264618,N/A,UPDATE,phase_designation,C,A
OH Primary,154167332,N/A,UPDATE,installed_length,75.00,77.00
OH Primary,216972135,N/A,UPDATE,installed_length,40.00,39.00
OH Primary,216972135,N/A,UPDATE,phase_orientation,ACB,ABC
Pole,229490994,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,229490201,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,216931587,N/A,UPDATE,installed_length,115.0,110.0
OH Primary,216931651,N/A,UPDATE,installed_length,109.0,114.0
OH Fuse,233885850,N/A,UPDATE,type,Unknown,Cutout
Audit History,165219924,N/A,INSERT
Audit History,165219099,N/A,INSERT
Audit History,165217349,N/A,INSERT
Audit History,165217317,N/A,INSERT
