Table Name,ID,Parent ID,Change Type,Attribute,Original Value,New Value
OH Primary,216958581,N/A,UPDATE,installed_length,86,111
Pole,229665784,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165218037,N/A,INSERT,,,
Pole,229665688,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527634102,N/A,INSERT,,,
Cable Segment Delta,527634134,N/A,INSERT,,,
Cable Segment Delta,527634166,N/A,INSERT,,,
Cable Segment Delta,527634703,N/A,INSERT,,,
OH Switch Unit,107474781,107474774,UPDATE,status,Existing,Deleted
Pole,229665720,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165217212,N/A,INSERT,,,
Audit History,165218702,N/A,INSERT,,,
Pole,229649135,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,165215743,N/A,INSERT,,,
Cable Segment Delta,527634455,N/A,INSERT,,,
Cable Segment Delta,527633886,N/A,INSERT,,,
Cable Segment Delta,527633918,N/A,INSERT,,,
Audit History,165220288,N/A,INSERT,,,
Audit History,165220320,N/A,INSERT,,,
Primary Wire,216931344,216931342,UPDATE,status,Existing,Deleted
Audit History,165218670,N/A,INSERT,,,
Audit History,165220850,N/A,INSERT,,,
Audit History,165220690,N/A,INSERT,,,
Audit History,165220722,N/A,INSERT,,,
Audit History,165221387,N/A,INSERT,,,
Primary Wire,221589226,221589223,UPDATE,insulation,WP,BARE
Pole,229663097,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229663097,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 20' 10.33"""
Primary Wire,216821356,216821355,UPDATE,insulation,WP,BARE
Audit History,165220631,N/A,INSERT,,,
Pole,229665798,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,164806062,N/A,INSERT,,,
Audit History,164806094,N/A,INSERT,,,
Cable Segment Delta,527633802,N/A,INSERT,,,
Cable Segment Delta,527633834,N/A,INSERT,,,
Cable Segment Delta,527634435,N/A,INSERT,,,
Cable Segment Delta,527633866,N/A,INSERT,,,
Primary Wire,216954380,216954379,UPDATE,phase,A,B
OH Primary,216954540,N/A,UPDATE,installed_length,64,65
OH Primary,216954540,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,216954572,N/A,UPDATE,installed_length,104,102
OH Primary,216954572,N/A,UPDATE,phase_designation,A,B
OH Primary,216954572,N/A,UPDATE,phase_orientation,A,B
OH Fuse,233877515,N/A,UPDATE,type,Unknown,Cutout
Audit History,165222774,N/A,INSERT,,,
Audit History,165222806,N/A,INSERT,,,
Audit History,165224961,N/A,INSERT,,,
Audit History,165225089,N/A,INSERT,,,
Audit History,165225200,N/A,INSERT,,,
Cable Segment Delta,527633871,N/A,INSERT,,,
Cable Segment Delta,527633903,N/A,INSERT,,,
Cable Segment Delta,527634504,N/A,INSERT,,,
Primary Wire,216946893,216946890,UPDATE,phase,B,A
Primary Wire,216946861,216946860,UPDATE,insulation,Unknown,WP
Audit History,165222212,N/A,INSERT,,,
Edist Device Feeder,527634364,N/A,INSERT,,,
Cable Segment Delta,527634204,N/A,INSERT,,,
Cable Segment Delta,527634396,N/A,INSERT,,,
Cable Segment Delta,527634428,N/A,INSERT,,,
Primary Wire,216957257,216957255,UPDATE,insulation,WP,BARE
Primary Wire,216957353,216957351,UPDATE,insulation,WP,BARE
Primary Wire,216957385,216957382,UPDATE,insulation,WP,BARE
Audit History,164806118,N/A,INSERT,,,
Audit History,165217506,N/A,INSERT,,,
Audit History,165216745,N/A,INSERT,,,
Pole,229664428,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,165217546,N/A,INSERT,,,
Audit History,165217610,N/A,INSERT,,,
Audit History,165217706,N/A,INSERT,,,
Audit History,165215767,N/A,INSERT,,,
Audit History,165224762,N/A,INSERT,,,
Audit History,165224794,N/A,INSERT,,,
Audit History,165224858,N/A,INSERT,,,
Audit History,165224922,N/A,INSERT,,,
Cable Segment Delta,527633898,N/A,INSERT,,,
Cable Segment Delta,527634467,N/A,INSERT,,,
Cable Segment Delta,527633674,N/A,INSERT,,,
Cable Segment Delta,527633770,N/A,INSERT,,,
Audit History,165215749,N/A,INSERT,,,
Audit History,165215781,N/A,INSERT,,,
Audit History,165215813,N/A,INSERT,,,
Audit History,165215845,N/A,INSERT,,,
Audit History,165217457,N/A,INSERT,,,
Audit History,165217489,N/A,INSERT,,,
Pole,229665044,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165217083,N/A,INSERT,,,
Audit History,165218004,N/A,INSERT,,,
Audit History,165217115,N/A,INSERT,,,
Audit History,165218573,N/A,INSERT,,,
Pole,108530926,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165215710,N/A,INSERT,,,
Pole,229490333,N/A,UPDATE,status,Retired,Deleted
Audit History,165225121,N/A,INSERT,,,
Audit History,165220785,N/A,INSERT,,,
Audit History,165220625,N/A,INSERT,,,
Audit History,165220657,N/A,INSERT,,,
Audit History,165222147,N/A,INSERT,,,
Audit History,165220818,N/A,INSERT,,,
Primary Wire,122912918,122912910,UPDATE,status,Existing,Deleted
Cable Segment Delta,527634499,N/A,INSERT,,,
OH Primary,423648639,N/A,UPDATE,installed_length,32.12,137
Cable Segment Delta,527633833,N/A,INSERT,,,
Cable Segment Delta,527633865,N/A,INSERT,,,
Cable Segment Delta,527633897,N/A,INSERT,,,
Cable Segment Delta,527634434,N/A,INSERT,,,
Audit History,165224959,N/A,INSERT,,,
Audit History,165220896,N/A,INSERT,,,
Audit History,165220928,N/A,INSERT,,,
OH Transformer Bank Unit,237462082,237462071,UPDATE,phase,A,C
Primary Wire,220389308,220389304,UPDATE,status,Existing,Deleted
Audit History,165220334,N/A,INSERT,,,
Audit History,165220967,N/A,INSERT,,,
Audit History,165218652,N/A,INSERT,,,
Audit History,165222108,N/A,INSERT,,,
Pole,229664460,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,165225184,N/A,INSERT,,,
Audit History,164806054,N/A,INSERT,,,
Primary Wire,216947557,216947554,UPDATE,insulation,WP,BARE
Audit History,165220294,N/A,INSERT,,,
Audit History,165220326,N/A,INSERT,,,
Cable Segment Delta,527634395,N/A,INSERT,,,
Cable Segment Delta,527634427,N/A,INSERT,,,
Pole,391811991,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Primary Wire,216957256,216957255,UPDATE,insulation,WP,BARE
Primary Wire,216957352,216957351,UPDATE,insulation,WP,BARE
Primary Wire,216957384,216957382,UPDATE,insulation,WP,BARE
Audit History,164806021,N/A,INSERT,,,
Audit History,165216520,N/A,INSERT,,,
Audit History,165216712,N/A,INSERT,,,
Audit History,165217409,N/A,INSERT,,,
Cable Segment Delta,527634563,N/A,INSERT,,,
Audit History,165224729,N/A,INSERT,,,
Audit History,165218706,N/A,INSERT,,,
Audit History,165220292,N/A,INSERT,,,
Audit History,165215877,N/A,INSERT,,,
Pole,229647650,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165215908,N/A,INSERT,,,
Audit History,165215940,N/A,INSERT,,,
Audit History,165215972,N/A,INSERT,,,
Audit History,165218668,N/A,INSERT,,,
Audit History,165217146,N/A,INSERT,,,
Audit History,165218700,N/A,INSERT,,,
Pole,229640035,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165218605,N/A,INSERT,,,
Audit History,165218637,N/A,INSERT,,,
Audit History,165218733,N/A,INSERT,,,
Audit History,165217179,N/A,INSERT,,,
Pole,229647579,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral Low
Pole,229647451,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral Low
Pole,229647515,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229647547,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral Low
Audit History,165215741,N/A,INSERT,,,
Audit History,165220848,N/A,INSERT,,,
Audit History,165221385,N/A,INSERT,,,
Audit History,165220688,N/A,INSERT,,,
Audit History,165220720,N/A,INSERT,,,
Primary Wire,221589224,221589223,UPDATE,insulation,WP,BARE
Audit History,165220726,N/A,INSERT,,,
Audit History,165222152,N/A,INSERT,,,
Audit History,165222216,N/A,INSERT,,,
Cable Segment Delta,527633832,N/A,INSERT,,,
Cable Segment Delta,527633864,N/A,INSERT,,,
Cable Segment Delta,527633896,N/A,INSERT,,,
Cable Segment Delta,527634433,N/A,INSERT,,,
Pole,229662342,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,220389307,220389304,UPDATE,status,Existing,Deleted
UG Transformer Bank Unit,236303012,236303001,UPDATE,phase,A,B
Audit History,165222772,N/A,INSERT,,,
Audit History,165222804,N/A,INSERT,,,
Audit History,165224954,N/A,INSERT,,,
Cable Segment Delta,527633838,N/A,INSERT,,,
Cable Segment Delta,527633870,N/A,INSERT,,,
Cable Segment Delta,527633902,N/A,INSERT,,,
Primary Wire,216947556,216947554,UPDATE,insulation,WP,BARE
Audit History,165221450,N/A,INSERT,,,
Edist Device Feeder,527634330,N/A,INSERT,,,
Cable Segment Delta,527634234,N/A,INSERT,,,
Cable Segment Delta,527634394,N/A,INSERT,,,
OH Primary,216945339,N/A,UPDATE,installed_length,76,74
OH Primary,216945371,N/A,UPDATE,installed_length,98,96
OH Primary,216956494,N/A,UPDATE,installed_length,114,112
OH Primary,216956590,N/A,UPDATE,installed_length,105,104
Audit History,164806052,N/A,INSERT,,,
Audit History,164806084,N/A,INSERT,,,
Audit History,164806116,N/A,INSERT,,,
Audit History,165217472,N/A,INSERT,,,
Cable Segment Delta,527634473,N/A,INSERT,,,
Cable Segment Delta,527634505,N/A,INSERT,,,
Cable Segment Delta,527634569,N/A,INSERT,,,
Cable Segment Delta,527634665,N/A,INSERT,,,
Audit History,165224760,N/A,INSERT,,,
Audit History,165224792,N/A,INSERT,,,
Audit History,165224824,N/A,INSERT,,,
Audit History,165224856,N/A,INSERT,,,
Cable Segment Delta,527634466,N/A,INSERT,,,
Cable Segment Delta,527633673,N/A,INSERT,,,
Cable Segment Delta,527633769,N/A,INSERT,,,
Cable Segment Delta,527633801,N/A,INSERT,,,
Audit History,165215875,N/A,INSERT,,,
Audit History,165215747,N/A,INSERT,,,
Audit History,165215779,N/A,INSERT,,,
Audit History,165215811,N/A,INSERT,,,
OH Primary,216954379,N/A,UPDATE,installed_length,43,14
OH Primary,216954379,N/A,UPDATE,phase_designation,A,B
OH Primary,216954379,N/A,UPDATE,phase_orientation,A,B
Audit History,164806100,N/A,INSERT,,,
Audit History,164806132,N/A,INSERT,,,
Audit History,165218571,N/A,INSERT,,,
Pole,229667175,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165218635,N/A,INSERT,,,
Pole,229640162,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,216945215,N/A,UPDATE,installed_length,118,120
OH Primary,216946737,N/A,UPDATE,installed_length,119,113
UG Primary,107474810,N/A,UPDATE,calculated_length,113.7,120.5
UG Primary,107474810,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Pole,229648940,N/A,UPDATE,framing_type,Unknown,Vertical Triangular Neutral Low
Pole,229648908,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165236607,N/A,INSERT,,,
Cable Segment Delta,527633885,N/A,INSERT,,,
Audit History,165215708,N/A,INSERT,,,
Cable Segment Delta,527633917,N/A,INSERT,,,
OH Primary,216956628,N/A,UPDATE,installed_length,114,115
Audit History,165220623,N/A,INSERT,,,
Audit History,165220655,N/A,INSERT,,,
Audit History,165221416,N/A,INSERT,,,
Audit History,165220783,N/A,INSERT,,,
OH Primary,216946860,N/A,UPDATE,installed_length,118,121
OH Primary,221589223,N/A,UPDATE,type,1 Phase,3 Phase
OH Primary,221589223,N/A,UPDATE,installed_length,127,100
OH Primary,221589223,N/A,UPDATE,nominal_voltage,7620 Volts,13200 Volts
OH Primary,221589223,N/A,UPDATE,phase_designation,C,ABC
OH Primary,221589223,N/A,UPDATE,phase_orientation,C,ABC
OH Primary,216965438,N/A,UPDATE,installed_length,109,107
OH Primary,248973463,N/A,UPDATE,calculated_length,92.11,unset
OH Primary,248973463,N/A,UPDATE,installed_length,95.34,90
OH Primary,248973463,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Cable Segment Delta,527633895,N/A,INSERT,,,
Cable Segment Delta,527634432,N/A,INSERT,,,
Cable Segment Delta,527633671,N/A,INSERT,,,
Cable Segment Delta,527633703,N/A,INSERT,,,
OH Primary,216937596,N/A,UPDATE,installed_length,115,114
Primary Wire,220389306,220389304,UPDATE,status,Existing,Deleted
Audit History,165220870,N/A,INSERT,,,
OH Transformer Bank Unit,236264585,236264574,UPDATE,phase,A,B
Audit History,165222675,N/A,INSERT,,,
Pole,229665060,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Edist Device Feeder,527634753,N/A,INSERT,,,
Audit History,165215753,N/A,INSERT,,,
Audit History,165215785,N/A,INSERT,,,
Primary Wire,216947555,216947554,UPDATE,insulation,WP,BARE
OH Primary,216946890,N/A,UPDATE,installed_length,82,91
OH Primary,216946890,N/A,UPDATE,phase_designation,B,A
OH Primary,216946890,N/A,UPDATE,phase_orientation,B,A
Fault Indicator,527634233,N/A,INSERT,,,
Primary Structure Node,527634297,N/A,INSERT,,,
OH Switch Unit,234501720,234501714,UPDATE,phase,A,B
Primary Wire,216956525,216956524,UPDATE,phase,B,A
UG Transformer Bank Unit,236320062,236320051,UPDATE,phase,A,B
Audit History,164806019,N/A,INSERT,,,
Audit History,165216710,N/A,INSERT,,,
Audit History,165216742,N/A,INSERT,,,
Audit History,165216518,N/A,INSERT,,,
Audit History,165218273,N/A,INSERT,,,
Audit History,165224727,N/A,INSERT,,,
Audit History,165216751,N/A,INSERT,,,
Audit History,165216719,N/A,INSERT,,,
Pole,229647616,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
UG Primary,399051755,N/A,UPDATE,calculated_length,50.47,50.61
UG Primary,399051755,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
OH Primary,216948087,N/A,UPDATE,installed_length,139,131
Audit History,165215906,N/A,INSERT,,,
Audit History,165215938,N/A,INSERT,,,
Audit History,165215970,N/A,INSERT,,,
Audit History,164806086,N/A,INSERT,,,
OH Primary,216957055,N/A,UPDATE,installed_length,71,72
OH Primary,216957055,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,216958641,N/A,UPDATE,installed_length,140,111
Pole,229665748,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,165218698,N/A,INSERT,,,
Pole,229665019,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,165218666,N/A,INSERT,,,
Cable Segment Delta,527633941,N/A,INSERT,,,
Cable Segment Delta,527633973,N/A,INSERT,,,
Cable Segment Delta,527634005,N/A,INSERT,,,
Cable Segment Delta,527634702,N/A,INSERT,,,
Primary Wire,216931438,216931437,UPDATE,insulation,BARE,WP
OH Primary,216931342,N/A,UPDATE,status,Existing,Deleted
OH Primary,216931342,N/A,UPDATE,calculated_length,63.58,unset
Pole,229649003,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229649067,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229491859,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165236638,N/A,INSERT,,,
Audit History,165215739,N/A,INSERT,,,
OH Primary,399052155,N/A,UPDATE,calculated_length,35.32,80.82
OH Primary,399052155,N/A,UPDATE,installed_length,12.34,76
OH Primary,399052155,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,399052155,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 44' 10.44"""
Cable Segment Delta,527634786,N/A,INSERT,,,
OH Primary,216945423,N/A,UPDATE,installed_length,89,117
Audit History,165217908,N/A,INSERT,,,
Primary Wire,216931343,216931342,UPDATE,status,Existing,Deleted
Audit History,165220750,N/A,INSERT,,,
Audit History,165222304,N/A,INSERT,,,
Audit History,165220814,N/A,INSERT,,,
Audit History,165220846,N/A,INSERT,,,
Pole,229648148,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,229648180,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Primary Wire,122912917,122912910,UPDATE,status,Existing,Deleted
Cable Segment Delta,527634498,N/A,INSERT,,,
Audit History,164806029,N/A,INSERT,,,
Cable Segment Delta,527633766,N/A,INSERT,,,
Cable Segment Delta,527633798,N/A,INSERT,,,
Cable Segment Delta,527633830,N/A,INSERT,,,
Cable Segment Delta,527633862,N/A,INSERT,,,
Audit History,165222009,N/A,INSERT,,,
Audit History,165222738,N/A,INSERT,,,
Audit History,165222770,N/A,INSERT,,,
Audit History,165222802,N/A,INSERT,,,
Cable Segment Delta,527633837,N/A,INSERT,,,
Cable Segment Delta,527633869,N/A,INSERT,,,
Cable Segment Delta,527633901,N/A,INSERT,,,
Cable Segment Delta,527634502,N/A,INSERT,,,
Audit History,165220752,N/A,INSERT,,,
Audit History,165220816,N/A,INSERT,,,
Audit History,165222306,N/A,INSERT,,,
Primary Wire,476801887,216954962,UPDATE,insulation,WP,BARE
Primary Wire,527633439,526278854,INSERT,,,
Cable Segment Delta,527633631,N/A,INSERT,,,
Cable Segment Delta,527633663,N/A,INSERT,,,
Primary Wire,216955130,216955127,UPDATE,insulation,Unknown,WP
Primary Wire,216955891,216955888,UPDATE,insulation,WP,BARE
UG Transformer,236320093,N/A,UPDATE,phase_designation,A,B
OH Primary,216955667,N/A,UPDATE,installed_length,106,104
Audit History,164806050,N/A,INSERT,,,
Audit History,164806082,N/A,INSERT,,,
Audit History,164806114,N/A,INSERT,,,
OH Primary,216820432,N/A,UPDATE,installed_length,76,73
Primary Wire,248973519,248973509,UPDATE,insulation,WP,BARE
OH Primary,248973487,N/A,UPDATE,installed_length,105.4,106
OH Primary,248973487,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 9' 6.41"""
Audit History,165224822,N/A,INSERT,,,
Audit History,165224854,N/A,INSERT,,,
OH Primary,216964875,N/A,UPDATE,installed_length,118,117
Cable Segment Delta,527634465,N/A,INSERT,,,
Cable Segment Delta,527633672,N/A,INSERT,,,
Cable Segment Delta,527633768,N/A,INSERT,,,
OH Transformer Bank Unit,527633800,527633549,INSERT,,,
Audit History,165215809,N/A,INSERT,,,
Audit History,165215841,N/A,INSERT,,,
Audit History,165215873,N/A,INSERT,,,
Primary Wire,347704415,347704406,UPDATE,insulation,BARE,WP
Audit History,165218248,N/A,INSERT,,,
Cable Segment Delta,527634086,N/A,INSERT,,,
Cable Segment Delta,527634118,N/A,INSERT,,,
Cable Segment Delta,527634150,N/A,INSERT,,,
Audit History,165217904,N/A,INSERT,,,
Audit History,165218569,N/A,INSERT,,,
Audit History,165218601,N/A,INSERT,,,
Audit History,165218633,N/A,INSERT,,,
Pole,391811959,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Fuse,462808477,N/A,UPDATE,phase_designation,ABC,B
OH Fuse,527634335,N/A,INSERT,,,
Audit History,165220621,N/A,INSERT,,,
Audit History,165217413,N/A,INSERT,,,
Pole,229662781,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,216821040,216821039,UPDATE,insulation,WP,BARE
OH Fuse,233885253,N/A,UPDATE,type,Unknown,Cutout
Cable Segment Delta,527634083,N/A,INSERT,,,
Cable Segment Delta,527634115,N/A,INSERT,,,
Cable Segment Delta,527634147,N/A,INSERT,,,
Pole,229665124,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Cable Segment Delta,527633701,N/A,INSERT,,,
Cable Segment Delta,527633733,N/A,INSERT,,,
Cable Segment Delta,527633765,N/A,INSERT,,,
Pole,229649436,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Audit History,164806126,N/A,INSERT,,,
OH Primary,216957255,N/A,UPDATE,installed_length,100,101
OH Primary,216957351,N/A,UPDATE,installed_length,104,102
OH Primary,216957351,N/A,UPDATE,phase_designation,ABC,AC
OH Primary,216957351,N/A,UPDATE,phase_orientation,ABC,AC
Audit History,165221061,N/A,INSERT,,,
Audit History,165218714,N/A,INSERT,,,
Audit History,165221151,N/A,INSERT,,,
Audit History,165221183,N/A,INSERT,,,
Audit History,165221215,N/A,INSERT,,,
Pole,229662744,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
OH Primary,216948916,N/A,UPDATE,installed_length,143,141
Primary Wire,216946920,216946919,UPDATE,insulation,WP,BARE
Cable Segment Delta,527634199,N/A,INSERT,,,
Cable Segment Delta,527634231,N/A,INSERT,,,
Primary Wire,527633438,526278892,INSERT,,,
Cable Segment Delta,527633630,N/A,INSERT,,,
Primary Wire,216955890,216955888,UPDATE,insulation,WP,BARE
Primary Wire,216954905,216954902,UPDATE,insulation,WP,BARE
Primary Wire,216957220,216957219,UPDATE,insulation,WP,BARE
Audit History,165224952,N/A,INSERT,,,
Audit History,164806017,N/A,INSERT,,,
Audit History,165216516,N/A,INSERT,,,
Pole,229664327,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Pole,229664359,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Cable Segment Delta,527634536,N/A,INSERT,,,
Cable Segment Delta,527634568,N/A,INSERT,,,
Cable Segment Delta,527634600,N/A,INSERT,,,
Cable Segment Delta,527634626,N/A,INSERT,,,
Audit History,165224725,N/A,INSERT,,,
Audit History,165224949,N/A,INSERT,,,
Audit History,165224789,N/A,INSERT,,,
Audit History,165217943,N/A,INSERT,,,
Audit History,165215843,N/A,INSERT,,,
OH Primary,216948182,N/A,UPDATE,installed_length,176,167
Audit History,165215904,N/A,INSERT,,,
Audit History,165215936,N/A,INSERT,,,
Audit History,165215968,N/A,INSERT,,,
Audit History,165217999,N/A,INSERT,,,
Audit History,165218664,N/A,INSERT,,,
Audit History,165218696,N/A,INSERT,,,
Audit History,165218728,N/A,INSERT,,,
Audit History,165220862,N/A,INSERT,,,
Audit History,165220734,N/A,INSERT,,,
Primary Open Point,527634520,N/A,INSERT,,,
Cable Segment Delta,527634584,N/A,INSERT,,,
Audit History,165217906,N/A,INSERT,,,
OH Primary,216931437,N/A,UPDATE,installed_length,78,73
Pole,229647607,N/A,UPDATE,status,Retired,Deleted
Audit History,165236604,N/A,INSERT,,,
Audit History,165236668,N/A,INSERT,,,
Cable Segment Delta,527633916,N/A,INSERT,,,
Audit History,165215705,N/A,INSERT,,,
Pole,90544786,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral High
Audit History,165225190,N/A,INSERT,,,
Audit History,165220716,N/A,INSERT,,,
Audit History,165220748,N/A,INSERT,,,
Audit History,165220812,N/A,INSERT,,,
Audit History,165220844,N/A,INSERT,,,
Pole Attachment,375334995,378582488,UPDATE,status,Existing,Deleted
Audit History,165220852,N/A,INSERT,,,
Cable Segment Delta,527633668,N/A,INSERT,,,
Cable Segment Delta,527633828,N/A,INSERT,,,
Cable Segment Delta,527633860,N/A,INSERT,,,
Pole,229491757,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,216954598,216954597,UPDATE,phase,A,B
UG Primary,216954406,N/A,UPDATE,phase_designation,A,B
Audit History,165217926,N/A,INSERT,,,
Audit History,165221342,N/A,INSERT,,,
Audit History,165222800,N/A,INSERT,,,
Cable Segment Delta,527633900,N/A,INSERT,,,
Cable Segment Delta,527634469,N/A,INSERT,,,
OH Switch Unit,527634597,527634546,INSERT,,,
Primary Wire,476801886,216954962,UPDATE,insulation,WP,BARE
Primary Wire,476801918,216956815,UPDATE,insulation,WP,BARE
OH Primary,216937845,N/A,UPDATE,installed_length,127,119
OH Primary,216946919,N/A,UPDATE,installed_length,89,86
Primary Wire,527633437,216821025,INSERT,,,
Cable Segment Delta,527633629,N/A,INSERT,,,
Cable Segment Delta,527633661,N/A,INSERT,,,
Cable Segment Delta,527634198,N/A,INSERT,,,
Primary Wire,216954904,216954902,UPDATE,insulation,WP,BARE
Primary Wire,216955889,216955888,UPDATE,insulation,WP,BARE
Primary Wire,216955697,216955696,UPDATE,insulation,WP,BARE
Primary Wire,216957187,216957186,UPDATE,insulation,WP,BARE
Audit History,164806048,N/A,INSERT,,,
Audit History,164806080,N/A,INSERT,,,
Audit History,164806112,N/A,INSERT,,,
Audit History,165216739,N/A,INSERT,,,
OH Transformer Bank Unit,236264319,236264308,UPDATE,phase,A,B
Pole,229665323,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,248973453,248973437,UPDATE,insulation,WP,BARE
OH Fuse,233877502,N/A,UPDATE,type,Unknown,Cutout
Audit History,165224820,N/A,INSERT,,,
Primary Wire,475912586,216957351,UPDATE,status,Existing,Deleted
Pole,229663512,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,164806027,N/A,INSERT,,,
Cable Segment Delta,527633767,N/A,INSERT,,,
Cable Segment Delta,527633799,N/A,INSERT,,,
Cable Segment Delta,527633831,N/A,INSERT,,,
Cable Segment Delta,527633863,N/A,INSERT,,,
Audit History,165224995,N/A,INSERT,,,
Audit History,165225027,N/A,INSERT,,,
Primary Wire,216948939,216948935,UPDATE,insulation,BARE,WP
Audit History,164806066,N/A,INSERT,,,
Audit History,164806098,N/A,INSERT,,,
Audit History,165217109,N/A,INSERT,,,
Audit History,165217934,N/A,INSERT,,,
Audit History,165216412,N/A,INSERT,,,
Audit History,165217077,N/A,INSERT,,,
OH Switch,107474774,N/A,UPDATE,status,Existing,Deleted
OH Primary,216954418,N/A,UPDATE,installed_length,92,87
OH Primary,216954418,N/A,UPDATE,phase_orientation,ABC,AC
Audit History,165236635,N/A,INSERT,,,
Pole,229491721,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,164806104,N/A,INSERT,,,
Audit History,164806136,N/A,INSERT,,,
OH Primary,216821215,N/A,UPDATE,installed_length,114,111
OH Switch,418399609,N/A,GEOM UPDATE,actual_location,point (1),"point (2) - Moved 33' 0.71"""
OH Primary,216948478,N/A,UPDATE,installed_length,116,117
OH Primary,216948478,N/A,UPDATE,phase_designation,A,B
OH Primary,216948478,N/A,UPDATE,phase_orientation,A,B
Audit History,165217508,N/A,INSERT,,,
Audit History,165220651,N/A,INSERT,,,
Audit History,165220779,N/A,INSERT,,,
Audit History,165221380,N/A,INSERT,,,
Primary Wire,57460230,57460208,UPDATE,insulation,WP,BARE
OH Fuse Unit,233885379,233885369,UPDATE,phase,A,B
Distributed Generation,527634625,N/A,INSERT,,,
Primary Wire,122912916,122912910,UPDATE,status,Existing,Deleted
Pole Attachment,375334994,378582488,UPDATE,status,Existing,Deleted
Cable Segment Delta,527634704,N/A,INSERT,,,
Cable Segment Delta,527634736,N/A,INSERT,,,
Cable Segment Delta,527634768,N/A,INSERT,,,
Cable Segment Delta,527633859,N/A,INSERT,,,
Pole,229649498,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229649530,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527633891,N/A,INSERT,,,
Primary Wire,216937598,216937596,UPDATE,insulation,WP,BARE
Primary Wire,216954501,216954497,UPDATE,status,Existing,Deleted
OH Primary,216954597,N/A,UPDATE,phase_designation,A,B
OH Primary,216954597,N/A,UPDATE,phase_orientation,A,B
Pole,229662401,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
OH Primary,216957382,N/A,UPDATE,installed_length,110,109
Audit History,165221092,N/A,INSERT,,,
Audit History,165218585,N/A,INSERT,,,
OH Primary,216964264,N/A,UPDATE,installed_length,126,124
