Table Name,ID,Parent ID,Change Type,Attribute,Original Value,New Value
Pole,229026098,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 57' 7.54"""
Pole,229027716,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,215462928,N/A,UPDATE,installed_length,141,137
Recloser Bank,131737036,N/A,UPDATE,rated_voltage,Unknown,15KV
Primary Structure Node,94570454,N/A,UPDATE,electric_xy_id,82416529,82416489
Cable Segment Delta,527272080,N/A,INSERT,,,
Cable Segment Delta,527272112,N/A,INSERT,,,
Cable Segment Delta,527272144,N/A,INSERT,,,
Audit History,165073278,N/A,INSERT,,,
Audit History,165073310,N/A,INSERT,,,
Audit History,165073342,N/A,INSERT,,,
Audit History,165074928,N/A,INSERT,,,
OH Primary,441767926,N/A,UPDATE,installed_length,103,104
OH Primary,458399952,N/A,UPDATE,installed_length,23.52,51
OH Primary,458399952,N/A,UPDATE,phase_orientation,ABC,CBA
Cable Segment Delta,527272145,N/A,INSERT,,,
Cable Segment Delta,527272177,N/A,INSERT,,,
Cable Segment Delta,527271953,N/A,INSERT,,,
Cable Segment Delta,527271985,N/A,INSERT,,,
Audit History,165074897,N/A,INSERT,,,
Audit History,165075466,N/A,INSERT,,,
OH Primary,215465752,N/A,UPDATE,installed_length,112.4,117
Cable Segment Delta,527274765,N/A,INSERT,,,
Cable Segment Delta,527274797,N/A,INSERT,,,
Cable Segment Delta,527274861,N/A,INSERT,,,
Cable Segment Delta,527274776,N/A,INSERT,,,
Cable Segment Delta,527274808,N/A,INSERT,,,
Cable Segment Delta,527274872,N/A,INSERT,,,
Cable Segment Delta,527274904,N/A,INSERT,,,
OH Fuse,233833808,N/A,UPDATE,type,Unknown,Cutout
OH Primary,215275999,N/A,UPDATE,installed_length,115,116
OH Primary,215383009,N/A,UPDATE,installed_length,130,120
Audit History,165071392,N/A,INSERT,,,
Audit History,165071360,N/A,INSERT,,,
Audit History,165071456,N/A,INSERT,,,
Audit History,165071520,N/A,INSERT,,,
Audit History,165073863,N/A,INSERT,,,
Audit History,165074528,N/A,INSERT,,,
Audit History,165074592,N/A,INSERT,,,
Audit History,165073735,N/A,INSERT,,,
Pole,229023316,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165074951,N/A,INSERT,,,
Audit History,165073478,N/A,INSERT,,,
Audit History,165073542,N/A,INSERT,,,
Audit History,165072018,N/A,INSERT,,,
Primary Wire,441768178,441768166,UPDATE,status,Existing,Deleted
Audit History,165072132,N/A,INSERT,,,
Audit History,165072164,N/A,INSERT,,,
Audit History,165072228,N/A,INSERT,,,
Audit History,165072260,N/A,INSERT,,,
Cable Segment Delta,527272389,N/A,INSERT,,,
Cable Segment Delta,527272421,N/A,INSERT,,,
OH Primary,215461629,N/A,UPDATE,installed_length,153,142
OH Primary,215461629,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,215462294,N/A,UPDATE,installed_length,101,98
Cable Segment Delta,527272111,N/A,INSERT,,,
Audit History,165075045,N/A,INSERT,,,
Audit History,165075173,N/A,INSERT,,,
Cable Segment Delta,527271951,N/A,INSERT,,,
Audit History,165073181,N/A,INSERT,,,
Audit History,165073213,N/A,INSERT,,,
Audit History,165073405,N/A,INSERT,,,
Audit History,165074799,N/A,INSERT,,,
Audit History,165071864,N/A,INSERT,,,
Audit History,165073226,N/A,INSERT,,,
Audit History,165073258,N/A,INSERT,,,
Audit History,165073354,N/A,INSERT,,,
Pole,229027580,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,215461871,N/A,UPDATE,installed_length,203,133
OH Primary,215461871,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
OH Primary,215462834,N/A,UPDATE,installed_length,100,101
OH Primary,215462866,N/A,UPDATE,installed_length,119,114
Cable Segment Delta,527272370,N/A,INSERT,,,
Cable Segment Delta,527272402,N/A,INSERT,,,
Cable Segment Delta,527272434,N/A,INSERT,,,
Cable Segment Delta,527274764,N/A,INSERT,,,
Cable Segment Delta,527272193,N/A,INSERT,,,
Cable Segment Delta,527272225,N/A,INSERT,,,
Cable Segment Delta,527272257,N/A,INSERT,,,
Cable Segment Delta,527272289,N/A,INSERT,,,
Audit History,165073423,N/A,INSERT,,,
Audit History,165073519,N/A,INSERT,,,
Audit History,165073551,N/A,INSERT,,,
Audit History,165074184,N/A,INSERT,,,
OH Primary,215461765,N/A,UPDATE,installed_length,121,118
Audit History,165071750,N/A,INSERT,,,
Audit History,165071323,N/A,INSERT,,,
Pole,441767956,N/A,UPDATE,framing_type,Unknown,Double Circuit Vertical Neutral High
Audit History,165073606,N/A,INSERT,,,
Audit History,165071571,N/A,INSERT,,,
Audit History,165072997,N/A,INSERT,,,
OH Primary,215461859,N/A,UPDATE,installed_length,151,124
Primary Wire,441768876,441768864,UPDATE,status,Existing,Deleted
Audit History,165073573,N/A,INSERT,,,
Audit History,165072716,N/A,INSERT,,,
Audit History,165071130,N/A,INSERT,,,
Audit History,165073507,N/A,INSERT,,,
Audit History,165071128,N/A,INSERT,,,
Audit History,165071160,N/A,INSERT,,,
Audit History,165073539,N/A,INSERT,,,
Cable Segment Delta,527272058,N/A,INSERT,,,
Cable Segment Delta,527272090,N/A,INSERT,,,
Cable Segment Delta,527272122,N/A,INSERT,,,
Cable Segment Delta,527272755,N/A,INSERT,,,
Pole,229026825,N/A,UPDATE,status,Retired,Deleted
Primary Wire,221509481,221509479,UPDATE,status,Existing,Deleted
Pole,228997401,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,215461468,N/A,UPDATE,installed_length,104,112
Cable Segment Delta,527272110,N/A,INSERT,,,
Cable Segment Delta,527272142,N/A,INSERT,,,
Cable Segment Delta,527272174,N/A,INSERT,,,
Cable Segment Delta,527271950,N/A,INSERT,,,
Audit History,165073276,N/A,INSERT,,,
Audit History,165073308,N/A,INSERT,,,
Audit History,165073340,N/A,INSERT,,,
Audit History,165073372,N/A,INSERT,,,
Distributed Generation,349242897,N/A,UPDATE,type,PV,Unknown
Cable Segment Delta,527272176,N/A,INSERT,,,
Cable Segment Delta,527272777,N/A,INSERT,,,
Cable Segment Delta,527272841,N/A,INSERT,,,
Cable Segment Delta,527271952,N/A,INSERT,,,
Audit History,165073374,N/A,INSERT,,,
Audit History,165075497,N/A,INSERT,,,
Audit History,165075593,N/A,INSERT,,,
Audit History,165074103,N/A,INSERT,,,
Cable Segment Delta,527274763,N/A,INSERT,,,
Audit History,165092811,N/A,INSERT,,,
Audit History,165072086,N/A,INSERT,,,
Audit History,165073638,N/A,INSERT,,,
Cable Segment Delta,527272049,N/A,INSERT,,,
Audit History,165072685,N/A,INSERT,,,
Audit History,165072813,N/A,INSERT,,,
Pole,229023346,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229023410,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024043,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229023442,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527274893,N/A,INSERT,,,
Audit History,165071888,N/A,INSERT,,,
Audit History,165072048,N/A,INSERT,,,
Audit History,165072291,N/A,INSERT,,,
OH Transformer Bank Unit,235998912,235998899,UPDATE,phase,A,C
Pole,229026984,N/A,UPDATE,status,Retired,Deleted
Pole,229027681,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024573,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024605,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527272774,N/A,INSERT,,,
Cable Segment Delta,527272806,N/A,INSERT,,,
Cable Segment Delta,527271949,N/A,INSERT,,,
Cable Segment Delta,527271981,N/A,INSERT,,,
Audit History,165073179,N/A,INSERT,,,
Audit History,165073211,N/A,INSERT,,,
Audit History,165073403,N/A,INSERT,,,
Audit History,165074797,N/A,INSERT,,,
Audit History,165071424,N/A,INSERT,,,
Audit History,165071552,N/A,INSERT,,,
OH Primary,215462631,N/A,UPDATE,installed_length,75,79
OH Primary,441767616,N/A,UPDATE,installed_length,140,144
Audit History,165071502,N/A,INSERT,,,
Pole,228999580,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,215463057,N/A,UPDATE,installed_length,121,124
OH Primary,215463089,N/A,UPDATE,installed_length,128,127
OH Primary,215463153,N/A,UPDATE,installed_length,103,100
Edist Device Feeder,527274858,N/A,INSERT,,,
Edist Device Feeder,527274890,N/A,INSERT,,,
Cable Segment Delta,527272639,N/A,INSERT,,,
Cable Segment Delta,527274762,N/A,INSERT,,,
Cable Segment Delta,527272192,N/A,INSERT,,,
Cable Segment Delta,527272224,N/A,INSERT,,,
Cable Segment Delta,527272256,N/A,INSERT,,,
Audit History,165073486,N/A,INSERT,,,
Audit History,165073614,N/A,INSERT,,,
Audit History,165074944,N/A,INSERT,,,
Audit History,165075008,N/A,INSERT,,,
Audit History,165073623,N/A,INSERT,,,
Audit History,165073527,N/A,INSERT,,,
Pole,230818950,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165071408,N/A,INSERT,,,
Primary Wire,527271612,215462109,INSERT,,,
Cable Segment Delta,527271955,N/A,INSERT,,,
Cable Segment Delta,527271987,N/A,INSERT,,,
Cable Segment Delta,527272051,N/A,INSERT,,,
Pole,229024106,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165072051,N/A,INSERT,,,
Audit History,165073413,N/A,INSERT,,,
Audit History,165071955,N/A,INSERT,,,
Audit History,165071225,N/A,INSERT,,,
OH Primary,215276011,N/A,UPDATE,installed_length,119,120
Audit History,165071983,N/A,INSERT,,,
Audit History,165072015,N/A,INSERT,,,
Audit History,165071158,N/A,INSERT,,,
Audit History,165071254,N/A,INSERT,,,
Cable Segment Delta,527272121,N/A,INSERT,,,
Cable Segment Delta,527272153,N/A,INSERT,,,
Cable Segment Delta,527272185,N/A,INSERT,,,
Pole,441689662,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527272260,N/A,INSERT,,,
Cable Segment Delta,527272292,N/A,INSERT,,,
Cable Segment Delta,527272388,N/A,INSERT,,,
Pole,229027015,N/A,UPDATE,status,Retired,Deleted
OH Primary,215462195,N/A,UPDATE,installed_length,134,135
OH Fuse Unit,66682128,66682122,UPDATE,status,Existing,Deleted
Cable Segment Delta,527272108,N/A,INSERT,,,
Cable Segment Delta,527272140,N/A,INSERT,,,
Cable Segment Delta,527272172,N/A,INSERT,,,
Cable Segment Delta,527272773,N/A,INSERT,,,
Audit History,165074131,N/A,INSERT,,,
Audit History,165073338,N/A,INSERT,,,
Audit History,165073370,N/A,INSERT,,,
Audit History,165073274,N/A,INSERT,,,
OH Switch Unit,425975997,425975982,UPDATE,phase,ABC,A
OH Primary,215464610,N/A,UPDATE,installed_length,137,134
Cable Segment Delta,527271983,N/A,INSERT,,,
Cable Segment Delta,527272047,N/A,INSERT,,,
Cable Segment Delta,527272079,N/A,INSERT,,,
Cable Segment Delta,527272776,N/A,INSERT,,,
OH Primary,215465769,N/A,UPDATE,installed_length,135,131
Audit History,165074895,N/A,INSERT,,,
Audit History,165075464,N/A,INSERT,,,
Cable Segment Delta,527274761,N/A,INSERT,,,
Electric XY,527272670,N/A,INSERT,,,
Cable Segment Delta,527272305,N/A,INSERT,,,
Audit History,165075294,N/A,INSERT,,,
Audit History,165075326,N/A,INSERT,,,
Audit History,165075358,N/A,INSERT,,,
Audit History,165075390,N/A,INSERT,,,
Pole,346956084,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165073599,N/A,INSERT,,,
OH Primary,59915774,N/A,UPDATE,installed_length,70.95,80
Audit History,165074007,N/A,INSERT,,,
Audit History,165074071,N/A,INSERT,,,
Audit History,165073943,N/A,INSERT,,,
Audit History,165073975,N/A,INSERT,,,
OH Fuse,220754489,N/A,UPDATE,switch_no,527682,362266
OH Fuse,220754489,N/A,UPDATE,xcel_energy_device_id,527682,362266
OH Fuse,220754489,N/A,UPDATE,xcel_energy_field_stencil,527682,362266
OH Primary,216949518,N/A,UPDATE,installed_length,34,30
OH Transformer Bank Unit,441689291,441689268,UPDATE,phase,C,B
OH Primary,441767576,N/A,UPDATE,installed_length,131.4,123
Pole,229023248,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024009,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024201,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024866,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527272822,N/A,INSERT,,,
OH Transformer Bank Unit,527272029,527271843,INSERT,,,
Primary Structure Node,527275169,N/A,INSERT,,,
Primary Wire,441768014,441768002,UPDATE,status,Existing,Deleted
Audit History,165071886,N/A,INSERT,,,
Audit History,165071593,N/A,INSERT,,,
Audit History,165072226,N/A,INSERT,,,
Pole,229026125,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,229026854,N/A,UPDATE,status,Retired,Deleted
OH Primary,215462322,N/A,UPDATE,installed_length,148,149
OH Primary,215462322,N/A,UPDATE,phase_orientation,ABC,CBA
Pole,228899764,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Cable Segment Delta,527272772,N/A,INSERT,,,
OH Transformer Bank Unit,527272043,527271875,INSERT,,,
Cable Segment Delta,527271947,N/A,INSERT,,,
Audit History,165073177,N/A,INSERT,,,
Audit History,165073209,N/A,INSERT,,,
Audit History,165073401,N/A,INSERT,,,
Audit History,165074795,N/A,INSERT,,,
Pole,229026401,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165092844,N/A,INSERT,,,
Cable Segment Delta,527275086,N/A,INSERT,,,
OH Transformer Bank,235982511,N/A,UPDATE,phase_designation,B,A
Pole,228999450,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,215465864,N/A,UPDATE,installed_length,176,173
Cable Segment Delta,527272669,N/A,INSERT,,,
OH Fuse Unit,527274760,233833746,INSERT,,,
Cable Segment Delta,527272477,N/A,INSERT,,,
Cable Segment Delta,527272509,N/A,INSERT,,,
OH Transformer Bank Unit,235982473,235982460,UPDATE,phase,A,B
Audit History,165075453,N/A,INSERT,,,
OH Fuse,233833792,N/A,UPDATE,type,Unknown,Cutout
OH Fuse,233833792,N/A,UPDATE,facility_tag_x,unset,162
OH Fuse,233833792,N/A,UPDATE,facility_tag_y,unset,902
OH Fuse,233833792,N/A,UPDATE,map_unit_x,unset,2134
OH Fuse,233833792,N/A,UPDATE,map_unit_y,unset,117
Audit History,165073549,N/A,INSERT,,,
Audit History,165072059,N/A,INSERT,,,
Audit History,165071931,N/A,INSERT,,,
Audit History,165072027,N/A,INSERT,,,
OH Primary,215467251,N/A,UPDATE,calculated_length,122.8,69.97
OH Primary,215467251,N/A,UPDATE,installed_length,128.5,48
OH Primary,215467251,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Audit History,165071653,N/A,INSERT,,,
Audit History,165071717,N/A,INSERT,,,
Cable Segment Delta,527272031,N/A,INSERT,,,
Cable Segment Delta,527272063,N/A,INSERT,,,
OH Fuse,233833497,N/A,UPDATE,type,Unknown,Cutout
OH Fuse,233833746,N/A,UPDATE,phase_designation,AC,ABC
OH Fuse,233833746,N/A,UPDATE,normal_position,CNC,CCC
OH Fuse,233833746,N/A,UPDATE,type,Unknown,Cutout
OH Fuse,233833746,N/A,UPDATE,facility_tag_x,unset,877
OH Fuse,233833746,N/A,UPDATE,facility_tag_y,unset,217
OH Fuse,233833746,N/A,UPDATE,map_unit_x,unset,2134
OH Fuse,233833746,N/A,UPDATE,map_unit_y,unset,117
OH Fuse,233833746,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 12' 3.78"""
OH Primary,215460902,N/A,UPDATE,installed_length,41,40
Audit History,165073571,N/A,INSERT,,,
Audit History,165071192,N/A,INSERT,,,
Audit History,165070431,N/A,INSERT,,,
Audit History,165070495,N/A,INSERT,,,
Audit History,165072742,N/A,INSERT,,,
Audit History,165070459,N/A,INSERT,,,
Audit History,165071252,N/A,INSERT,,,
Cable Segment Delta,527271960,N/A,INSERT,,,
Cable Segment Delta,527272056,N/A,INSERT,,,
Cable Segment Delta,527272088,N/A,INSERT,,,
Pole,229026220,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165072064,N/A,INSERT,,,
Cable Segment Delta,527272746,N/A,INSERT,,,
Audit History,165073983,N/A,INSERT,,,
Cable Segment Delta,527272106,N/A,INSERT,,,
Cable Segment Delta,527272138,N/A,INSERT,,,
Cable Segment Delta,527272170,N/A,INSERT,,,
Cable Segment Delta,527271946,N/A,INSERT,,,
Audit History,165074001,N/A,INSERT,,,
Audit History,165074033,N/A,INSERT,,,
Audit History,165073937,N/A,INSERT,,,
Audit History,165073969,N/A,INSERT,,,
UG Transformer,235999181,N/A,UPDATE,facility_tag_x,525,76
UG Transformer,235999181,N/A,UPDATE,facility_tag_y,181,43
UG Transformer,235999181,N/A,UPDATE,xcel_energy_device_id,3 - 2133 - 525 - 116 - 181,3 - 2133 - 76 - 116 - 43
UG Transformer,235999181,N/A,UPDATE,xcel_energy_field_stencil,525 - 181,76 - 43
Audit History,165073385,N/A,INSERT,,,
Audit History,165073193,N/A,INSERT,,,
Pole,229026686,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527271982,N/A,INSERT,,,
Cable Segment Delta,527272046,N/A,INSERT,,,
Cable Segment Delta,527272078,N/A,INSERT,,,
Audit History,165073941,N/A,INSERT,,,
Audit History,165074702,N/A,INSERT,,,
Audit History,165073973,N/A,INSERT,,,
Audit History,165074005,N/A,INSERT,,,
Distributed Generation,527272572,N/A,INSERT,,,
Edist Device Feeder,527272636,N/A,INSERT,,,
Cable Segment Delta,527274759,N/A,INSERT,,,
Cable Segment Delta,527272476,N/A,INSERT,,,
Audit History,165075260,N/A,INSERT,,,
Audit History,165075324,N/A,INSERT,,,
Audit History,165075356,N/A,INSERT,,,
Audit History,165075388,N/A,INSERT,,,
Cable Segment Delta,527274805,N/A,INSERT,,,
Cable Segment Delta,527274869,N/A,INSERT,,,
Cable Segment Delta,527274997,N/A,INSERT,,,
Cable Segment Delta,527271984,N/A,INSERT,,,
Cable Segment Delta,527272048,N/A,INSERT,,,
Audit History,165073991,N/A,INSERT,,,
OH Transformer Bank Unit,441689289,441689268,UPDATE,phase,B,A
Audit History,165071418,N/A,INSERT,,,
Audit History,165071514,N/A,INSERT,,,
Audit History,165074704,N/A,INSERT,,,
Audit History,165071257,N/A,INSERT,,,
Audit History,165072683,N/A,INSERT,,,
Audit History,165073476,N/A,INSERT,,,
OH Primary,215461048,N/A,UPDATE,installed_length,152,149
OH Primary,215461093,N/A,UPDATE,phase_orientation,ABC,CBA
Audit History,165071980,N/A,INSERT,,,
Primary Wire,441768076,441768064,UPDATE,status,Existing,Deleted
Audit History,165072012,N/A,INSERT,,,
Audit History,165072161,N/A,INSERT,,,
Audit History,165072257,N/A,INSERT,,,
Audit History,165072321,N/A,INSERT,,,
Pole,229026091,N/A,UPDATE,status,Retired,Deleted
Cable Segment Delta,527272355,N/A,INSERT,,,
Cable Segment Delta,527272387,N/A,INSERT,,,
Cable Segment Delta,527272419,N/A,INSERT,,,
Cable Segment Delta,527272770,N/A,INSERT,,,
Audit History,165075107,N/A,INSERT,,,
Cable Segment Delta,527271945,N/A,INSERT,,,
Audit History,165073175,N/A,INSERT,,,
Audit History,165075458,N/A,INSERT,,,
Audit History,165074160,N/A,INSERT,,,
Audit History,165073207,N/A,INSERT,,,
Primary Wire,215461345,215461344,UPDATE,status,Existing,Deleted
OH Primary,215462358,N/A,UPDATE,installed_length,138,136
OH Primary,215467791,N/A,UPDATE,installed_length,126,127
OH Primary,441767227,N/A,UPDATE,installed_length,80,108
OH Primary,215383873,N/A,UPDATE,installed_length,157.1,156
OH Primary,215383873,N/A,UPDATE,phase_orientation,ABC,CBA
Pole,228999544,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,228999608,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527272368,N/A,INSERT,,,
Cable Segment Delta,527272400,N/A,INSERT,,,
Cable Segment Delta,527272432,N/A,INSERT,,,
Edist Device Feeder,527272571,N/A,INSERT,,,
OH Transformer Bank Unit,235982471,235982460,UPDATE,phase,B,C
Cable Segment Delta,527272143,N/A,INSERT,,,
Cable Segment Delta,527272175,N/A,INSERT,,,
Audit History,165072723,N/A,INSERT,,,
Audit History,165073612,N/A,INSERT,,,
Audit History,165073644,N/A,INSERT,,,
Audit History,165073452,N/A,INSERT,,,
Audit History,165071356,N/A,INSERT,,,
Distributed Generation,439063210,N/A,UPDATE,type,PV,Unknown
Audit History,165092888,N/A,INSERT,,,
Audit History,165073509,N/A,INSERT,,,
Audit History,165072780,N/A,INSERT,,,
Audit History,165071354,N/A,INSERT,,,
Audit History,165071194,N/A,INSERT,,,
Primary Wire,527271611,215460978,INSERT,,,
Primary Wire,527271515,526959030,INSERT,,,
